recno,TYC1,TYC2,TYC3,BTmag,VTmag,HIP,RA(ICRS),DE(ICRS)
1578383,6387,1382,1,3.348,3.258,113136,343.66265806,-15.82076333
1323225,5261,1084,1,5.107,3.674,1562,4.85700944,-8.82383472
1449075,5855,2292,1,4.38,3.572,8102,26.02116,-15.93950444
1327658,5278,2437,1,5.187,3.851,8645,27.86504722,-10.33494611
1326005,5273,2657,1,4.951,3.573,5364,17.14695583,-10.18193806
1326338,5274,1984,1,4.965,3.722,6537,21.00603417,-8.18275694
8388,50,1721,1,3.644,3.551,12706,40.82550083,3.23616611
264589,1198,1597,1,4.842,3.712,7097,22.87081639,15.34583139
1440591,5813,1406,1,5.873,3.934,112961,343.15360611,-7.57967444
124123,580,1884,1,4.845,3.798,114971,349.28965667,3.28224444
1315961,5216,1725,1,3.915,2.958,106278,322.88967194,-5.5711575
1317359,5226,1606,1,3.782,3.827,110395,335.41376861,-1.38735194
1317009,5224,1806,1,4.161,3.033,109074,331.44594,-0.31982778
255682,1155,2187,1,3.297,3.378,112029,340.36532222,10.83138889
121376,565,1999,1,3.612,3.519,109427,332.54928889,6.19779167
260668,1179,1775,1,2.565,2.769,1067,3.30895917,15.18361667
388528,1711,2475,1,2.456,2.452,113963,346.19008028,15.20536333
533241,2275,1753,1,4.936,3.405,3092,9.83166556,30.86121889
1746988,7069,1482,1,4.611,3.231,27628,87.73981,-35.76925333
1749130,7077,2060,1,4.91,3.93,30277,95.52851861,-33.43627889
1748005,7073,2426,1,2.783,2.961,30122,95.07828028,-30.06337694
1746028,7064,1357,1,2.514,2.608,26634,84.91225083,-34.07405361
1612063,6523,3722,1,2.906,2.999,33977,105.75614,-23.83330028
1461232,5913,1374,1,5.102,3.334,23685,76.36521722,-22.37086722
1465174,5930,2197,1,4.162,3.638,27072,86.11651889,-22.44753528
1465172,5930,2195,1,5.016,3.879,27654,87.82983889,-20.87759167
1464670,5928,1657,1,3.837,2.901,25606,82.06135806,-20.75924472
1462793,5920,1685,1,2.847,2.587,25985,83.18255667,-17.8222925
1459325,5902,1721,1,3.146,3.247,24305,78.23280972,-16.20543222
1344795,5360,1370,1,4.096,3.738,28103,89.10132306,-14.16803028
1344587,5359,1778,1,3.671,3.541,27288,86.738955,-14.82194806
1229658,4778,1401,1,2.485,2.715,26241,83.85825222,-5.90989889
1261559,4857,2151,1,3.868,3.876,41307,126.41528833,-3.90636472
173998,794,1622,1,5.475,3.684,40526,124.12894389,9.18566361
165248,764,2774,1,2.761,2.838,36188,111.7877925,8.28940417
296407,1346,1396,1,3.709,3.575,35350,109.52335333,16.54046972
1222396,4738,1484,1,3.681,3.896,21444,69.07975444,-3.35244806
1227275,4764,1639,1,3.438,3.556,24674,79.40166028,-6.84438583
1226335,4759,1671,1,2.949,2.779,23875,76.96263,-5.08626833
1225908,4757,1588,1,3.367,3.564,25281,81.11923861,-2.39713694
1228588,4771,1196,1,3.521,3.763,26549,84.68652278,-2.60006861
1222740,4740,1916,1,3.82,3.981,22109,71.37559278,-3.254625
15066,89,2558,1,3.465,3.657,22797,73.56289806,2.44067139
15580,92,2345,1,3.458,3.638,22549,72.80152361,5.60510167
16288,96,1462,1,3.723,3.222,22449,72.45896806,6.96124889
13345,79,1585,1,3.939,3.888,18907,60.78907361,5.98930972
137533,662,1546,1,3.265,3.388,18724,60.17008417,12.49037583
274349,1264,1009,1,4.885,3.75,20205,64.9480725,15.62769722
274437,1265,1172,1,3.623,3.407,20894,67.16533028,15.87094694
274435,1265,1170,1,5.039,3.936,20885,67.14348667,15.96221667
274666,1268,1267,1,4.992,3.86,20455,65.73346389,17.54258444
142933,705,2400,1,3.306,3.509,26207,83.78449167,9.93416083
160662,754,2356,1,3.853,3.377,32362,101.3226175,12.89602083
420260,1877,1716,1,5.451,3.519,29655,93.71956139,22.50682139
420686,1878,1429,1,5.005,3.064,30343,95.73997333,22.51383
427636,1897,1639,1,4.83,3.138,32246,100.98303861,25.13115139
281791,1310,2697,1,2.759,2.931,26451,84.41118306,21.14258917
562287,2418,1573,1,2.552,2.602,28380,89.93016694,37.21274722
1800636,7216,1261,1,4.717,3.632,56343,173.25105083,-31.85752806
1666198,6668,992,1,4.732,3.138,59316,182.53134528,-22.61979139
1668174,6683,1116,1,3.766,2.721,61359,188.59680778,-23.39663611
1522648,6103,2395,1,2.918,2.926,60965,187.46657278,-16.51509944
1521537,6098,1754,1,2.458,2.532,59803,183.95192472,-17.54198194
1516576,6075,1831,1,4.727,3.234,52943,162.40597972,-16.19410722
1392137,5514,1423,1,4.987,3.674,55282,169.83549806,-14.77902333
71505,326,1426,1,3.72,3.716,72220,221.56244694,1.89293444
1280188,4966,1366,1,3.522,3.38,66249,203.67393694,-0.59593833
1277640,4949,1120,1,3.872,3.484,61941,190.416595,-1.44951389
1277641,4949,1120,2,3.916,3.528,61941,190.41588667,-1.44934083
1276286,4940,1158,1,3.911,3.874,60129,184.97662,-0.66674833
66762,294,1032,1,5.382,3.577,63090,193.90196472,3.3975975
189869,886,1326,1,3.996,2.917,63608,195.54480139,10.95910417
1514408,6061,1134,1,5.771,3.985,51069,156.52291722,-16.83610722
1387050,5485,1310,1,4.882,3.707,49841,152.64746083,-12.35385444
63798,273,924,1,4.256,3.649,57757,177.67212306,1.76535778
55689,227,2544,1,3.803,3.853,45336,138.59082444,2.31498472
182822,838,1485,1,3.636,3.806,51624,158.20281278,9.30659306
316172,1437,2847,1,3.322,3.304,54879,168.56016056,15.42975778
316741,1439,2479,1,2.71,2.544,54872,168.52674111,20.52402083
1847618,7404,7057,1,5.153,3.298,89642,274.40717778,-36.761305
1840270,7389,2159,1,4.719,3.315,87261,267.46438722,-37.04337278
1702219,6856,2170,1,4.502,2.83,89931,275.24842889,-29.82804278
1841293,7391,2710,1,4.249,3.066,88635,271.45217611,-30.42368194
1705226,6867,2428,1,3.031,3.126,92041,281.41398,-26.99077778
1703619,6861,3180,1,4.153,2.924,90496,276.99278306,-25.42127611
1560422,6295,2492,1,5.055,3.861,93683,286.17057,-21.74135944
1560127,6295,282,1,3.296,2.903,94141,287.44097361,-21.02353056
1562701,6301,2457,1,4.185,3.935,95168,290.41822361,-17.84724833
1560048,6294,2507,1,5.042,3.636,93085,284.43242167,-21.106625
1553933,6276,3093,1,4.043,3.845,89341,273.44086806,-21.05883056
1691005,6829,577,1,3.009,3.212,84970,260.50243278,-24.99948833
1542666,6248,1369,1,3.847,3.553,86263,264.3967675,-15.39841417
1539198,6232,1333,1,2.597,2.477,84012,257.59438917,-15.72515972
1414018,5691,1338,1,5.573,3.991,91117,278.80182083,-8.24334917
1411599,5678,956,1,4.582,3.42,88048,269.75665278,-9.77336333
1305795,5161,2682,1,3.156,3.208,99473,302.82610861,-0.82147528
1300466,5136,2357,1,3.304,3.395,93805,286.5622875,-4.88234639
1293864,5102,416,1,4.428,3.337,89962,275.32876528,-2.89718611
97623,469,6227,1,3.738,3.39,95501,291.37399528,3.114595
105098,493,3355,1,4.789,3.807,98036,298.8281925,6.40792833
228511,1061,2577,1,4.718,2.861,97278,296.56487972,10.61326917
224371,1052,3027,1,2.993,2.958,93747,286.35254889,13.86369639
1407339,5632,1042,1,2.575,2.546,81377,249.28970972,-10.56715361
1288125,5042,999,1,4.45,3.321,79882,244.58017889,-4.69260389
1287663,5037,1068,1,4.808,2.896,79593,243.58651944,-3.69398972
1286198,5022,936,1,3.508,3.535,77516,237.40526,-3.43014194
75222,360,1226,1,3.885,3.714,77622,237.70372889,4.47758472
75558,363,1135,1,4.142,2.739,77070,236.06666361,6.42552222
203149,979,2198,1,4.669,3.31,83000,254.41775333,9.37505528
88303,434,5198,1,3.956,3.959,88192,270.16131611,2.93158556
85078,420,1962,1,3.789,3.737,87108,266.9732225,2.70744639
85830,423,1724,1,4.28,2.879,86742,265.86823194,4.56690889
210952,1012,1661,1,3.881,3.722,88771,271.83757361,9.56366333
345749,1580,2158,1,5.358,3.975,90139,275.92403528,21.77031972
205216,990,2133,1,5.077,3.48,84345,258.66192833,14.39025889
463050,2065,1930,1,3.219,3.115,84379,258.75801583,24.83956222
472450,2102,2772,1,4.859,3.794,87933,269.4409725,29.24792361
472718,2103,3078,1,3.799,3.823,88794,271.88562833,28.76246972
467504,2085,3062,1,4.336,3.49,86974,266.61547028,27.72242083
607483,2620,2298,1,5.59,3.985,87808,269.06324556,37.25052278
2442007,9159,1634,1,5.356,3.436,17678,56.80932139,-74.23922639
2320787,8870,1385,1,5.29,3.959,17440,56.04823028,-64.80708667
2320603,8869,2461,1,4.469,3.425,19780,63.60597333,-62.47397194
2503874,9350,1626,1,3.543,2.855,2021,6.41455278,-77.25499556
2316816,8851,2027,1,3.202,2.871,9236,29.69120167,-61.56992583
2323324,8883,1641,1,4.896,3.911,26069,83.40632056,-62.48985361
2174114,8512,2115,1,3.169,3.243,21281,68.498855,-55.04502333
2032367,8099,1392,1,4.056,3.87,27321,86.82118028,-51.06670528
1745854,7063,1179,1,5.318,3.983,25859,82.80306639,-35.47043972
1882880,7581,1600,1,5.247,3.966,19747,63.5003425,-42.29389778
1740148,7040,1534,1,3.409,3.516,20042,64.47341694,-33.79833194
1739685,7038,1509,1,5.022,3.908,21393,68.88779417,-30.56231167
2166610,8476,1302,1,3.885,3.997,5348,17.09609806,-55.24582861
2019330,8032,1228,1,4.486,3.459,5165,16.52122639,-46.71846889
1876626,7547,1134,1,5.496,3.613,6867,22.09142056,-43.31775694
2023381,8055,1270,1,3.409,3.52,10602,34.12710167,-51.51211444
2022035,8047,1321,1,4.764,3.798,9007,28.98692694,-51.60955111
2017485,8022,1240,1,5.171,3.99,765,2.35226944,-45.74700694
1873752,7530,978,1,4.151,3.953,2072,6.55049806,-43.67990417
1873212,7527,1031,1,3.78,2.496,2081,6.57031,-42.30516389
1879348,7563,1016,1,3.37,3.195,13847,44.56547722,-40.30473167
1591062,6445,990,1,4.51,3.976,14879,48.01789083,-28.98900556
1454104,5878,1292,1,5.787,3.91,15474,49.87904556,-21.75793861
1334450,5311,1285,1,5.05,3.129,18543,59.50722028,-13.50825778
1333019,5303,1320,1,4.694,3.622,17378,55.81230528,-9.76511639
1331772,5296,1533,1,4.846,3.814,16537,53.23494694,-9.45830472
2371708,8985,3045,1,3.825,3.638,57363,176.40233222,-66.72883833
2356930,8965,1765,1,2.457,2.67,52419,160.73927333,-64.39447861
2456860,9214,2842,1,3.196,3.271,50099,153.43448111,-70.03792056
2345388,8950,2272,1,3.307,3.025,48002,146.77556861,-65.07201722
2343266,8946,3219,1,5.488,3.905,47854,146.31178056,-62.50792278
2341452,8943,3447,1,5.396,3.536,50371,154.27085306,-61.33232056
2348908,8956,4324,1,3.233,3.341,51576,158.00618028,-61.68535917
2217441,8613,3363,1,4.173,3.848,51232,156.96977,-58.73940917
2446827,9182,1411,1,5.053,3.86,34481,107.18677694,-70.49917889
2337430,8937,2820,1,5.218,3.886,41312,126.43434889,-66.13654444
2341965,8944,3281,1,3.727,3.915,45101,137.81985667,-62.31701444
2201480,8595,3312,1,2.465,2.238,45556,139.27261556,-59.27526
2201479,8595,3311,1,3.196,3.381,45080,137.74210083,-58.96692639
2334125,8927,3658,1,3.698,3.802,43783,133.76191833,-60.6447075
2199791,8592,2561,1,5.19,3.326,46701,142.805635,-57.03439167
2206718,8602,2024,1,3.402,3.5,48774,149.21564083,-54.56779667
2187877,8569,4018,1,3.372,3.545,42536,130.07336806,-52.92196944
2048871,8151,6254,1,3.891,3.877,43023,131.50689306,-46.04153944
2056765,8169,1192,1,5.283,3.867,44511,136.0388275,-47.09771528
2364903,8976,5383,1,3.055,3.092,56561,173.94552833,-63.01982639
2229955,8627,3091,1,4.951,3.882,53253,163.37321528,-58.85325972
2223907,8621,2002,1,3.719,3.873,55425,170.25186694,-54.49102639
2073657,8206,3033,1,3.907,2.815,52727,161.69218444,-49.42013278
2071599,8201,3337,1,4.196,3.872,51986,159.32602278,-48.22561083
1930454,7716,3704,1,3.907,3.836,50191,153.68445611,-42.122055
1922768,7696,2620,1,4.032,3.66,46651,142.67545389,-40.46691028
1919822,7689,2617,1,4.412,2.379,44816,136.99906694,-43.43262306
2326602,8899,2202,1,3.507,3.262,32607,102.04805333,-61.94195944
2039008,8125,2314,1,4.479,3.05,32768,102.48390694,-50.61440639
1903422,7655,2687,1,5.239,3.418,36377,112.30781722,-43.30187222
2183215,8553,2883,1,3.222,3.404,38827,119.1947525,-52.98239917
2048833,8151,5000,1,4.612,3.88,42570,130.15656194,-46.64875528
1901423,7650,3052,1,4.993,3.809,38414,118.05435472,-40.5757975
1899465,7645,3246,1,5.844,3.806,37819,116.31376333,-37.96859778
1893523,7626,2203,1,3.027,3.138,31685,99.44029861,-43.19592361
1753535,7092,2576,1,3.352,3.486,32759,102.46027083,-32.50848694
1763082,7115,3019,1,4.821,2.866,35264,109.28568528,-37.09748917
1630628,6552,3228,1,4.151,3.987,37677,115.95196556,-28.95483444
1616665,6531,3793,1,5.744,3.656,33856,105.42979667,-27.93484194
1617280,6532,5001,1,2.687,1.905,34444,107.09785861,-26.39320806
1634350,6557,4522,1,4.897,3.452,38170,117.32357778,-24.85978472
1777867,7141,2725,1,3.438,3.631,42828,130.89811139,-33.18641
1632744,6555,3245,1,3.322,2.842,39757,121.88625556,-24.30443028
1383247,5460,1592,1,3.879,2.14,46390,141.89688389,-8.65867917
2521065,9436,2393,1,5.701,3.968,72370,221.96552694,-79.044715
2524519,9450,2282,1,5.02,3.957,81065,248.36436139,-78.89697111
2485186,9275,3641,1,3.79,2.052,82273,252.16611417,-69.02764028
2477099,9259,4905,1,2.886,2.849,74946,229.72784833,-68.67947111
2402306,9027,5712,1,3.18,2.851,77952,238.78664556,-63.429795
2410472,9040,4790,1,5.253,3.962,79664,243.85944083,-63.68564917
2466232,9236,2907,1,3.641,3.804,61199,188.11710972,-72.13297583
2472452,9249,2380,1,5.135,3.736,63613,195.56583167,-71.54880389
2395271,9015,1445,1,3.474,3.189,71908,220.6278075,-64.97460028
2463051,9228,3049,1,2.439,2.622,61585,189.29616556,-69.135535
2463049,9228,3047,1,3.328,3.518,62322,191.57027222,-68.108095
2463050,9228,3047,2,3.803,3.976,62322,191.57079861,-68.10781889
2112811,8306,3362,1,4.556,3.5,74395,228.07166222,-52.09908083
2108818,8298,4184,1,3.788,3.833,74376,227.98398389,-48.73770222
1962308,7832,2490,1,2.414,2.603,73273,224.63313417,-43.13387028
1960831,7828,3520,1,2.879,3.078,73334,224.79040917,-42.10414444
2420172,9062,3615,1,5.111,3.714,86929,266.4333375,-64.72374222
2417063,9053,4118,1,3.463,3.563,85727,262.77488444,-60.68362194
2288445,8730,1439,1,5.234,3.276,83081,254.65512806,-55.9900575
2291085,8736,3857,1,3.123,3.275,85267,261.34858083,-56.37768944
2289294,8732,2866,1,4.744,2.968,85258,261.32498917,-55.52982833
2286301,8725,3067,1,5.81,3.932,82363,252.446305,-59.04131556
2134698,8350,2600,1,2.672,2.793,85792,262.96049528,-49.87599194
1982174,7889,2669,1,3.594,3.05,87073,266.89617194,-40.12698028
1976205,7876,2871,1,5.419,3.764,82729,253.64624333,-42.36078278
1978461,7882,569,1,3.807,3.359,84143,258.03823639,-43.23848889
1972728,7868,1820,1,3.283,3.508,82545,253.08396972,-38.01747917
1972729,7868,1821,1,2.776,2.971,82514,252.96765944,-38.04732667
1839431,7387,1249,1,2.431,2.624,85696,262.69099472,-37.29574028
1969000,7851,1814,1,3.134,3.367,78384,240.03057861,-38.39664139
1967554,7847,2505,1,3.142,3.337,75264,230.67036472,-44.68957278
1965064,7840,1432,1,2.755,2.954,76297,233.7850825,-41.16667889
1964686,7839,2803,1,2.937,3.157,75141,230.34306667,-40.64746
1821443,7325,1691,1,5.565,3.729,75177,230.45180139,-36.26117361
1823170,7332,2512,1,3.902,3.94,77634,237.73975639,-33.62710556
1831457,7367,804,1,3.781,2.393,82396,252.542575,-34.29262583
1683911,6791,2509,1,3.617,3.833,78104,239.2211875,-29.21401333
1685965,6807,1012,1,2.536,2.759,81266,248.97066361,-28.21596083
1684614,6798,540,1,3.024,2.911,80112,245.29716139,-25.59275556
2363985,8975,4125,1,5.408,3.734,60260,185.34084639,-60.40135944
2247713,8656,3488,1,3.744,3.938,63003,193.64856222,-57.17789139
2242172,8645,2263,1,2.515,2.721,59747,183.78647944,-58.74890389
2099771,8277,3277,1,3.306,3.5,69996,214.85096611,-46.05808389
1957885,7819,2819,1,3.773,3.958,71865,220.49004722,-37.79342722
1952933,7802,2736,1,3.59,3.811,68282,209.66987444,-44.80353417
1951369,7797,2743,1,3.214,3.415,67472,207.4041925,-42.47368417
1951686,7798,2848,1,3.551,3.769,68245,209.56784806,-42.10070694
1951370,7797,2744,1,3.128,3.352,67464,207.37623389,-41.68765833
1815033,7293,2215,1,3.359,2.158,68933,211.67207667,-36.36875972
2087506,8242,3478,1,3.759,3.918,59449,182.91312306,-52.36841806
2087072,8241,3235,1,2.41,2.515,59196,182.08976278,-50.72241
2086305,8239,2420,1,3.653,3.864,60823,187.01004139,-50.23060667
2085187,8236,3158,1,3.913,3.848,61622,189.42632833,-48.54128917
2086657,8240,2724,1,2.844,2.817,61932,190.37998139,-48.95988583
2086658,8240,2724,2,2.922,2.881,61932,190.37990556,-48.95955028
1811322,7275,2074,1,2.814,2.732,65109,200.15020278,-36.71209222
1670251,6700,1436,1,4.14,3.078,64962,199.73023556,-23.17141806
1683442,6789,1800,1,3.438,3.616,76600,234.6640975,-29.77769028
1681290,6776,1590,1,5.408,3.75,76470,234.256075,-28.13507056
1677826,6752,1455,1,5.4,3.459,73714,226.01774694,-25.28186
1682286,6783,2697,1,2.662,2.832,78265,239.71300083,-26.11404417
1681677,6779,2194,1,2.183,2.271,78401,240.08338111,-22.62162139
1536944,6212,1711,1,3.871,3.929,78933,241.70179917,-20.66913667
1536639,6208,1623,1,2.519,2.592,78820,241.35931389,-19.80539611
1675601,6738,1381,1,4.685,3.368,68895,211.592795,-26.68203694
1529744,6155,1210,1,2.93,2.742,72622,222.71989,-16.04161861
1402015,5585,1014,1,2.497,2.568,74785,229.251955,-9.38286833
1283904,4997,942,1,4.323,3.907,71957,220.76485194,-5.65744361
2529338,9478,1483,1,5.019,3.841,107089,325.36866917,-77.38948861
2496908,9315,1893,1,3.928,3.938,98495,300.14748722,-72.91020333
2431823,9117,1947,1,4.679,2.998,110130,334.62573639,-60.25949944
2430783,9112,1605,1,3.62,3.431,102395,311.23980722,-66.20323889
2428438,9098,1918,1,4.476,3.616,99240,302.17473778,-66.17944972
2307891,8804,1375,1,5.265,3.778,103227,313.70242111,-58.45409667
2162138,8453,1499,1,3.586,3.479,112623,342.1383425,-51.31671361
